Mean,Max,Min,Std,Range,Season,Sunday,Am,Lunch,Pm
1025452.2936729752,1075162.3227088503,975742.2646371,49710.02903587511,99420.05807175022,1,0,1,0,0
271059.2615655563,389604.7110828624,152513.81204825017,118545.44951730612,237090.89903461223,1,0,1,0,0
283345.3965083612,351419.7090566269,215271.0839600955,68074.31254826569,136148.62509653138,1,0,1,0,0
194174.6108065377,216815.04118957772,171534.1804234977,22640.430383040017,45280.86076608003,1,0,0,1,0
472671.45307675377,486786.9828734705,458555.923280037,14115.529796716757,28231.059593433514,1,0,0,1,0
375310.10351516935,411227.2217961803,339392.98523415835,35917.118281010975,71834.23656202195,1,0,0,1,0
247585.00738186715,310501.29137270764,184668.72339102664,62916.2839908405,125832.567981681,1,0,0,1,0
210926.10211757198,218336.40007882746,203515.8041563165,7410.297961255477,14820.595922510955,1,0,0,1,0
219380.18490361178,303484.43314016424,135275.93666705932,84104.24823655246,168208.49647310493,1,0,0,1,0
1073069.93678833,1132901.2454343983,1013238.6281422618,59831.30864606827,119662.61729213654,1,0,0,0,1
1135339.5476454934,1211200.5537240203,1059478.5415669663,75861.00607852696,151722.01215705392,1,0,0,0,1
1019056.1385874503,1057648.6401362286,980463.6370386719,38592.50154877838,77185.00309755676,1,0,0,0,1
1056859.2537562533,1076814.954891915,1036903.5526205916,19955.701135661686,39911.40227132337,1,0,0,0,1
1131956.6482455702,1135619.8745926837,1128293.421898457,3663.2263471133774,7326.452694226755,1,0,0,0,1
937745.6160350083,983694.1103040631,891797.1217659536,45948.49426905473,91896.98853810946,1,0,1,0,0
1079065.0603404278,1089916.2105846377,1068213.9100962176,10851.150244210032,21702.300488420064,1,0,1,0,0
1006108.1888944748,1061229.5725658876,950986.8052230619,55121.38367141283,110242.76734282565,1,0,1,0,0
126594.68279976466,160915.61189124375,92273.75370828557,34320.92909147909,68641.85818295818,1,0,1,0,0
137421.26086093747,174842.52172187495,100000.0,37421.26086093747,74842.52172187495,1,0,1,0,0
282791.92033999827,324872.0200013417,240711.82067865485,42080.099661343425,84160.19932268685,1,0,0,1,0
316081.36483858264,330528.6347121098,301634.09496505547,14447.26987352717,28894.53974705434,1,0,0,1,0
385957.2390124274,398858.7266646932,373055.7513601615,12901.487652265845,25802.97530453169,1,0,0,1,0
308118.47863164905,435388.82195584703,180848.13530745113,127270.34332419795,254540.6866483959,1,0,0,1,0
271548.05337798013,282530.90273248014,260565.20402348007,10982.849354500038,21965.698709000077,1,0,0,1,0
126542.61682617872,235013.20196264493,18072.031689712516,108470.58513646621,216941.17027293242,1,0,0,1,0
1098519.2025900949,1182142.3828894354,1014896.0222907544,83623.18029934051,167246.36059868103,1,0,0,0,1
1014211.261452458,1046421.012597816,982001.5103071,32209.751145357965,64419.50229071593,1,0,0,0,1
979923.9165299279,1159403.0935635383,800444.7394963175,179479.1770336104,358958.3540672208,1,0,0,0,1
1095883.8160916618,1157223.222973392,1034544.4092099317,61339.40688173019,122678.81376346038,1,0,0,0,1
1103154.93732259,1155632.0871822794,1050677.7874629004,52477.149859689525,104954.29971937905,1,0,0,0,1
1067923.7274709549,1069327.363413282,1066520.0915286276,1403.6359423272079,2807.2718846544158,1,0,1,0,0
1107567.1054366552,1243696.350658639,971437.8602146711,136129.245221984,272258.490443968,1,0,1,0,0
1010060.0592918757,1033297.8140330118,986822.3045507396,23237.7547411361,46475.5094822722,1,0,1,0,0
291166.24064691394,299134.03257231874,283198.44872150914,7967.791925404803,15935.583850809606,1,0,1,0,0
144344.1384152902,190709.65368191715,97978.62314866323,46365.51526662696,92731.03053325391,1,0,1,0,0
113191.32195324179,122281.92302802354,104100.72087846004,9090.601074781749,18181.202149563498,1,0,0,1,0
192384.21503626788,267920.91287422075,116847.51719831504,75536.69783795286,151073.39567590572,1,0,0,1,0
177397.5646394411,258310.8608607486,96484.26841813358,80913.29622130751,161826.59244261502,1,0,0,1,0
157709.4836220182,179190.81524833827,136228.1519956981,21481.331626320083,42962.663252640166,1,0,0,1,0
180863.1957301051,218932.34381616337,142794.0476440468,38069.14808605828,76138.29617211656,1,0,0,1,0
217846.65386131243,249401.97913441146,186291.32858821336,31555.32527309905,63110.6505461981,1,0,0,1,0
934003.0854567946,1029108.6697262796,838897.5011873096,95105.58426948497,190211.16853896994,1,0,0,0,1
932206.5663653386,950154.4435805097,914258.6891501674,17947.877215171175,35895.75443034235,1,0,0,0,1
1158587.6202277318,1227305.267444622,1089869.9730108413,68717.64721689036,137435.2944337807,1,0,0,0,1
878477.7767514728,886815.4954686528,870140.0580342929,8337.71871717996,16675.43743435992,1,0,0,0,1
1050909.2228989892,1133915.0138700092,967903.4319279692,83005.79097102,166011.58194204,1,0,0,0,1
984195.6089438756,996174.6074260927,972216.6104616586,11978.99848221708,23957.99696443416,1,1,1,0,0
1179033.1030277761,1207033.4334567667,1151032.7725987856,28000.330428990535,56000.66085798107,1,1,1,0,0
1042925.2305372395,1053902.5269414438,1031947.9341330351,10977.296404204331,21954.592808408663,1,1,1,0,0
612875.5199636535,621875.4892451168,603875.5506821901,8999.96928146336,17999.93856292672,1,1,1,0,0
650055.2155426212,680638.0872608684,619472.3438243741,30582.87171824713,61165.74343649426,1,1,1,0,0
533993.4903478173,536276.3423137882,531710.6383818464,2282.851965970942,4565.703931941884,1,1,0,1,0
694980.4961672149,718070.6919689142,671890.3003655156,23090.1958016993,46180.3916033986,1,1,0,1,0
608798.3822240517,633404.1177708599,584192.6466772438,24605.73554680805,49211.4710936161,1,1,0,1,0
599803.0354771479,659254.0596686741,540352.0112856217,59451.02419152623,118902.04838305246,1,1,0,1,0
577271.9146759302,669440.3646811435,485103.4646707168,92168.45000521338,184336.90001042676,1,1,0,1,0
697416.7466262634,773907.8815875808,620925.611664946,76491.13496131741,152982.26992263482,1,1,0,1,0
1010973.8420530623,1023713.9043172932,998233.7797888314,12740.062264230917,25480.124528461834,1,1,0,0,1
1000290.4655569743,1063520.185794062,937060.7453198866,63229.72023708769,126459.44047417538,1,1,0,0,1
1020382.6018052518,1045891.8568414646,994873.346769039,25509.255036212795,51018.51007242559,1,1,0,0,1
1045860.2513931163,1121183.774701318,970536.7280849146,75323.5233082017,150647.0466164034,1,1,0,0,1
1054912.315516598,1060921.132787543,1048903.4982456528,6008.817270945176,12017.634541890351,1,1,0,0,1
